,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,away_Date,away_Current_win_pct,away_3_win_pct,away_1_win_pct,away_Home_win_pct,away_Away_win_pct,away_prev_win_pct,home_Date,home_Current_win_pct,home_3_win_pct,home_1_win_pct,home_Home_win_pct,home_Away_win_pct,home_prev_win_pct,home_r_Date,home_r_Team,home_r_Current,home_r_3,home_r_1,home_r_Home,home_r_Previous,away_r_Date,away_r_Team,away_r_Current,away_r_3,away_r_1,away_r_Home,away_r_Previous,home_opp_Date,home_opp_Team,home_opp_Current,home_opp_3,home_opp_1,home_opp_Home,home_opp_Previous,away_opp_Date,away_opp_Team,away_opp_Current,away_opp_3,away_opp_1,away_opp_Home,away_opp_Previous,home_median,away_median,home_mean,away_mean
14151,6399,2022-08-15,2022,Milwaukee Brewers,Los Angeles Dodgers,0,4,0,1,R,2022-08-15,0.699,0.667,0.000,0.727,0.672,0.644,2022-08-15,0.540,0.333,0.000,0.569,0.516,0.578,2022-08-15,Milwaukee Brewers,4.57,2.33,3.00,4.67,4.48,2022-08-15,Los Angeles Dodgers,5.40,7.00,0.00,5.25,5.05,2022-08-15,Milwaukee Brewers,4.26,3.67,6.00,4.10,3.83,2022-08-15,Los Angeles Dodgers,3.21,3.33,4.00,3.40,3.45,151.5,-175.0,152.92307692307693,-176.34615384615384
14152,6400,2022-08-15,2022,Los Angeles Angels,Seattle Mariners,2,6,0,1,R,2022-08-15,0.535,0.333,0.000,0.544,0.525,0.556,2022-08-15,0.444,0.667,1.000,0.441,0.446,0.475,2022-08-15,Los Angeles Angels,3.86,3.00,4.00,4.08,4.46,2022-08-15,Seattle Mariners,4.03,4.33,3.00,3.88,4.3,2022-08-15,Los Angeles Angels,4.13,3.00,2.00,4.22,4.96,2022-08-15,Seattle Mariners,3.91,4.67,5.00,3.70,4.62,-115.0,100.0,-114.70370370370371,18.703703703703702
14154,6402,2022-08-16,2022,Cincinnati Reds,Philadelphia Phillies,4,11,0,1,R,2022-08-16,0.557,0.333,1.000,0.552,0.561,0.506,2022-08-16,0.395,0.333,0.000,0.424,0.364,0.512,2022-08-16,Cincinnati Reds,4.22,4.33,3.00,5.07,4.85,2022-08-16,Philadelphia Phillies,4.61,1.33,4.00,4.78,4.53,2022-08-16,Cincinnati Reds,5.20,5.33,4.00,5.22,4.69,2022-08-16,Philadelphia Phillies,4.02,3.33,3.00,3.95,4.6,155.0,-182.0,156.64,-181.28
14155,6403,2022-08-16,2022,Miami Marlins,San Diego Padres,4,3,1,0,R,2022-08-16,0.551,0.333,0.000,0.579,0.525,0.488,2022-08-16,0.440,0.333,1.000,0.429,0.450,0.414,2022-08-16,Miami Marlins,3.73,2.00,3.00,3.63,3.85,2022-08-16,San Diego Padres,4.44,3.00,0.00,4.07,4.5,2022-08-16,Miami Marlins,4.11,3.00,0.00,4.13,4.33,2022-08-16,San Diego Padres,4.04,2.33,3.00,3.67,4.37,135.0,-154.0,136.44,-157.56
14156,6404,2022-08-16,2022,Washington Nationals,Chicago Cubs,5,7,0,1,R,2022-08-16,0.412,0.333,0.000,0.414,0.411,0.438,2022-08-16,0.333,0.667,1.000,0.312,0.357,0.401,2022-08-16,Washington Nationals,3.79,3.00,5.00,3.70,4.47,2022-08-16,Chicago Cubs,4.16,5.33,4.00,4.17,4.35,2022-08-16,Washington Nationals,5.57,4.33,4.00,5.34,5.06,2022-08-16,Chicago Cubs,4.80,5.00,5.00,4.55,5.18,145.0,-164.0,143.64,-165.6
14157,6405,2022-08-16,2022,Pittsburgh Pirates,Boston Red Sox,3,5,0,1,R,2022-08-16,0.491,0.667,1.000,0.492,0.491,0.567,2022-08-16,0.391,0.000,0.000,0.453,0.339,0.377,2022-08-16,Pittsburgh Pirates,3.61,3.33,7.00,3.92,3.76,2022-08-16,Boston Red Sox,4.45,2.67,3.00,4.53,5.14,2022-08-16,Pittsburgh Pirates,5.01,5.00,8.00,5.17,5.14,2022-08-16,Boston Red Sox,4.72,1.67,0.00,5.08,4.66,115.0,-135.0,116.28,-134.08
14158,6406,2022-08-16,2022,New York Yankees,Tampa Bay Rays,1,3,0,1,R,2022-08-16,0.535,1.000,1.000,0.614,0.456,0.608,2022-08-16,0.621,0.333,0.000,0.719,0.525,0.564,2022-08-16,New York Yankees,5.14,1.00,0.00,5.26,4.37,2022-08-16,Tampa Bay Rays,4.11,5.33,4.00,4.07,5.28,2022-08-16,New York Yankees,3.44,3.00,4.00,3.18,4.14,2022-08-16,Tampa Bay Rays,3.89,1.00,0.00,3.68,4.08,-169.0,148.0,-170.4,148.84
14159,6407,2022-08-16,2022,Toronto Blue Jays,Baltimore Orioles,2,4,0,1,R,2022-08-16,0.522,0.333,1.000,0.611,0.443,0.321,2022-08-16,0.535,0.333,0.000,0.593,0.473,0.562,2022-08-16,Toronto Blue Jays,4.70,2.33,3.00,4.53,5.22,2022-08-16,Baltimore Orioles,4.26,3.33,7.00,4.28,4.07,2022-08-16,Toronto Blue Jays,4.32,5.00,7.00,4.49,4.09,2022-08-16,Baltimore Orioles,4.18,5.00,3.00,3.80,5.9,-233.0,195.0,-228.32,193.48
14160,6408,2022-08-16,2022,Cleveland Guardians,Detroit Tigers,3,4,0,1,R,2022-08-16,0.373,0.333,1.000,0.441,0.305,0.475,2022-08-16,0.535,0.667,0.000,0.566,0.508,0.494,2022-08-16,Cleveland Guardians,4.35,5.33,5.00,4.13,4.43,2022-08-16,Detroit Tigers,3.19,3.67,7.00,3.66,4.3,2022-08-16,Cleveland Guardians,4.13,3.33,7.00,4.15,4.49,2022-08-16,Detroit Tigers,4.39,4.67,5.00,4.39,4.67,-222.0,185.0,-217.66666666666666,184.125
14161,6409,2022-08-16,2022,Atlanta Braves,New York Mets,5,0,1,0,R,2022-08-16,0.647,0.667,0.000,0.678,0.614,0.475,2022-08-16,0.607,1.000,1.000,0.633,0.579,0.559,2022-08-16,Atlanta Braves,4.87,7.33,13.00,5.00,4.83,2022-08-16,New York Mets,4.77,2.67,1.00,4.83,3.93,2022-08-16,Atlanta Braves,3.94,1.33,1.00,3.85,4.01,2022-08-16,New York Mets,3.72,4.33,13.00,3.32,4.12,-147.0,126.0,-146.6,128.16
14162,6410,2022-08-16,2022,Minnesota Twins,Kansas City Royals,9,0,1,0,R,2022-08-16,0.410,0.333,0.000,0.460,0.352,0.457,2022-08-16,0.518,0.333,1.000,0.561,0.474,0.451,2022-08-16,Minnesota Twins,4.46,3.00,4.00,4.09,4.5,2022-08-16,Kansas City Royals,3.92,3.00,2.00,3.86,4.23,2022-08-16,Minnesota Twins,4.30,3.67,2.00,4.14,5.15,2022-08-16,Kansas City Royals,5.01,5.67,4.00,4.86,4.86,-196.0,170.0,-195.92,167.04
14166,6414,2022-08-16,2022,Milwaukee Brewers,Los Angeles Dodgers,5,4,1,0,R,2022-08-16,0.702,0.667,1.000,0.727,0.678,0.644,2022-08-16,0.535,0.333,0.000,0.558,0.516,0.578,2022-08-16,Milwaukee Brewers,4.53,2.00,0.00,4.58,4.48,2022-08-16,Los Angeles Dodgers,5.39,5.67,4.00,5.25,5.05,2022-08-16,Milwaukee Brewers,4.25,4.00,4.00,4.10,3.83,2022-08-16,Los Angeles Dodgers,3.18,2.33,0.00,3.40,3.45,-118.0,100.0,-118.04166666666667,69.41666666666667
14167,6415,2022-08-16,2022,Los Angeles Angels,Seattle Mariners,2,8,0,1,R,2022-08-16,0.539,0.333,1.000,0.544,0.533,0.556,2022-08-16,0.440,0.667,0.000,0.433,0.446,0.475,2022-08-16,Los Angeles Angels,3.84,3.67,2.00,4.05,4.46,2022-08-16,Seattle Mariners,4.04,4.33,6.00,3.88,4.3,2022-08-16,Los Angeles Angels,4.15,3.67,6.00,4.25,4.96,2022-08-16,Seattle Mariners,3.89,4.67,2.00,3.70,4.62,150.0,-175.0,150.64,-173.56
14169,6417,2022-08-17,2022,Cincinnati Reds,Philadelphia Phillies,1,0,1,0,R,2022-08-17,0.560,0.667,1.000,0.552,0.569,0.506,2022-08-17,0.391,0.333,0.000,0.417,0.364,0.512,2022-08-17,Cincinnati Reds,4.22,5.00,4.00,5.05,4.85,2022-08-17,Philadelphia Phillies,4.66,5.00,11.00,4.78,4.53,2022-08-17,Cincinnati Reds,5.25,6.67,11.00,5.32,4.69,2022-08-17,Philadelphia Phillies,4.02,4.33,4.00,3.95,4.6,150.0,-175.0,150.62962962962962,-173.11111111111111
14170,6418,2022-08-17,2022,Washington Nationals,Chicago Cubs,2,3,0,1,R,2022-08-17,0.417,0.333,1.000,0.414,0.421,0.438,2022-08-17,0.331,0.333,0.000,0.307,0.357,0.401,2022-08-17,Washington Nationals,3.80,3.33,5.00,3.73,4.47,2022-08-17,Chicago Cubs,4.18,5.33,7.00,4.17,4.35,2022-08-17,Washington Nationals,5.58,5.67,7.00,5.37,5.06,2022-08-17,Chicago Cubs,4.80,6.00,5.00,4.55,5.18,140.0,-164.0,143.11111111111111,-162.7037037037037
14171,6419,2022-08-17,2022,Minnesota Twins,Kansas City Royals,4,0,1,0,R,2022-08-17,0.407,0.333,0.000,0.460,0.346,0.457,2022-08-17,0.522,0.667,1.000,0.569,0.474,0.451,2022-08-17,Minnesota Twins,4.50,5.00,9.00,4.17,4.5,2022-08-17,Kansas City Royals,3.89,2.00,0.00,3.86,4.23,2022-08-17,Minnesota Twins,4.26,2.00,0.00,4.07,5.15,2022-08-17,Kansas City Royals,5.04,4.33,9.00,4.86,4.86,-196.0,165.0,-194.62962962962962,168.5185185185185
14172,6420,2022-08-17,2022,Toronto Blue Jays,Baltimore Orioles,6,1,1,0,R,2022-08-17,0.526,0.667,1.000,0.611,0.452,0.321,2022-08-17,0.530,0.000,0.000,0.583,0.473,0.562,2022-08-17,Toronto Blue Jays,4.68,2.33,2.00,4.48,5.22,2022-08-17,Baltimore Orioles,4.26,4.00,4.00,4.28,4.07,2022-08-17,Toronto Blue Jays,4.31,6.00,4.00,4.48,4.09,2022-08-17,Baltimore Orioles,4.16,3.00,2.00,3.80,5.9,-169.0,149.0,-170.11111111111111,147.66666666666666
14173,6421,2022-08-17,2022,Los Angeles Angels,Seattle Mariners,7,11,0,1,R,2022-08-17,0.542,0.667,1.000,0.544,0.541,0.556,2022-08-17,0.436,0.333,0.000,0.426,0.446,0.475,2022-08-17,Los Angeles Angels,3.83,2.67,2.00,4.02,4.46,2022-08-17,Seattle Mariners,4.08,5.67,8.00,3.88,4.3,2022-08-17,Los Angeles Angels,4.18,5.33,8.00,4.31,4.96,2022-08-17,Seattle Mariners,3.87,3.00,2.00,3.70,4.62,165.0,-196.0,166.9090909090909,-187.75
14174,6422,2022-08-17,2022,Miami Marlins,San Diego Padres,3,10,0,1,R,2022-08-17,0.546,0.333,0.000,0.579,0.516,0.488,2022-08-17,0.444,0.667,1.000,0.439,0.450,0.414,2022-08-17,Miami Marlins,3.74,2.67,4.00,3.63,3.85,2022-08-17,San Diego Padres,4.43,3.00,3.00,4.07,4.5,2022-08-17,Miami Marlins,4.10,2.00,3.00,4.11,4.33,2022-08-17,San Diego Padres,4.04,2.33,4.00,3.67,4.37,135.0,-154.0,133.44444444444446,-152.25925925925927
14175,6423,2022-08-17,2022,Pittsburgh Pirates,Boston Red Sox,3,8,0,1,R,2022-08-17,0.496,0.667,1.000,0.492,0.500,0.567,2022-08-17,0.388,0.000,0.000,0.444,0.339,0.377,2022-08-17,Pittsburgh Pirates,3.60,3.33,3.00,3.91,3.76,2022-08-17,Boston Red Sox,4.45,3.33,5.00,4.53,5.14,2022-08-17,Pittsburgh Pirates,5.01,5.00,5.00,5.17,5.14,2022-08-17,Boston Red Sox,4.71,2.00,3.00,5.08,4.66,130.0,-149.0,132.52,-150.08
14176,6424,2022-08-17,2022,New York Yankees,Tampa Bay Rays,8,7,1,0,R,2022-08-17,0.539,1.000,1.000,0.614,0.466,0.608,2022-08-17,0.615,0.000,0.000,0.707,0.525,0.564,2022-08-17,New York Yankees,5.10,0.33,1.00,5.19,4.37,2022-08-17,Tampa Bay Rays,4.10,3.67,3.00,4.07,5.28,2022-08-17,New York Yankees,3.44,3.33,3.00,3.17,4.14,2022-08-17,Tampa Bay Rays,3.86,0.67,1.00,3.68,4.08,-145.0,126.0,-143.96296296296296,126.25925925925925
14177,6425,2022-08-17,2022,Cleveland Guardians,Detroit Tigers,8,4,1,0,R,2022-08-17,0.378,0.667,1.000,0.441,0.317,0.475,2022-08-17,0.530,0.333,0.000,0.556,0.508,0.494,2022-08-17,Cleveland Guardians,4.34,4.00,3.00,4.11,4.43,2022-08-17,Detroit Tigers,3.19,4.00,4.00,3.66,4.3,2022-08-17,Cleveland Guardians,4.13,4.00,4.00,4.15,4.49,2022-08-17,Detroit Tigers,4.38,4.00,3.00,4.39,4.67,-213.0,183.0,-211.96153846153845,182.76923076923077
14178,6426,2022-08-17,2022,Atlanta Braves,New York Mets,7,9,0,1,R,2022-08-17,0.641,0.333,0.000,0.678,0.603,0.475,2022-08-17,0.610,1.000,1.000,0.639,0.579,0.559,2022-08-17,Atlanta Braves,4.87,7.00,5.00,5.00,4.83,2022-08-17,New York Mets,4.73,2.33,0.00,4.83,3.93,2022-08-17,Atlanta Braves,3.91,0.67,0.00,3.79,4.01,2022-08-17,New York Mets,3.74,6.00,5.00,3.32,4.12,130.0,-149.0,131.14285714285714,-148.38095238095238
14180,6428,2022-08-17,2022,Texas Rangers,Oakland Athletics,2,7,0,1,R,2022-08-17,0.359,0.333,1.000,0.309,0.403,0.531,2022-08-17,0.448,0.667,0.000,0.441,0.456,0.37,2022-08-17,Texas Rangers,4.43,2.67,1.00,4.14,3.86,2022-08-17,Oakland Athletics,3.36,3.00,5.00,2.82,4.59,2022-08-17,Texas Rangers,4.47,3.00,5.00,4.71,5.03,2022-08-17,Oakland Athletics,4.50,3.00,1.00,4.69,4.24,-161.0,140.0,-158.92592592592592,139.66666666666666
14182,6430,2022-08-17,2022,Milwaukee Brewers,Los Angeles Dodgers,1,2,0,1,R,2022-08-17,0.696,0.333,0.000,0.727,0.667,0.644,2022-08-17,0.539,0.333,1.000,0.566,0.516,0.578,2022-08-17,Milwaukee Brewers,4.53,2.67,5.00,4.58,4.48,2022-08-17,Los Angeles Dodgers,5.37,2.67,4.00,5.25,5.05,2022-08-17,Milwaukee Brewers,4.25,4.67,4.00,4.09,3.83,2022-08-17,Los Angeles Dodgers,3.20,3.00,5.00,3.40,3.45,150.0,-175.0,150.57692307692307,-173.3846153846154
14185,6433,2022-08-18,2022,Texas Rangers,Oakland Athletics,10,3,1,0,R,2022-08-18,0.364,0.667,1.000,0.309,0.413,0.531,2022-08-18,0.444,0.333,0.000,0.433,0.456,0.37,2022-08-18,Texas Rangers,4.41,1.67,2.00,4.10,3.86,2022-08-18,Oakland Athletics,3.39,4.33,7.00,2.82,4.59,2022-08-18,Texas Rangers,4.50,4.33,7.00,4.75,5.03,2022-08-18,Oakland Athletics,4.47,1.67,2.00,4.69,4.24,-189.0,167.0,-191.55555555555554,166.33333333333334
14187,6435,2022-08-18,2022,Milwaukee Brewers,Los Angeles Dodgers,5,3,1,0,R,2022-08-18,0.698,0.667,1.000,0.727,0.672,0.644,2022-08-18,0.535,0.333,0.000,0.556,0.516,0.578,2022-08-18,Milwaukee Brewers,4.50,2.00,1.00,4.52,4.48,2022-08-18,Los Angeles Dodgers,5.34,3.33,2.00,5.25,5.05,2022-08-18,Milwaukee Brewers,4.23,3.33,2.00,4.06,3.83,2022-08-18,Los Angeles Dodgers,3.18,2.00,1.00,3.40,3.45,-104.5,-112.0,-41.76923076923077,-103.8076923076923
14188,6436,2022-08-18,2022,Baltimore Orioles,Chicago Cubs,2,3,0,1,R,2022-08-18,0.422,0.667,1.000,0.414,0.431,0.438,2022-08-18,0.521,0.667,0.000,0.611,0.444,0.321,2022-08-18,Baltimore Orioles,4.23,4.00,1.00,4.28,4.07,2022-08-18,Chicago Cubs,4.17,4.67,3.00,4.17,4.35,2022-08-18,Baltimore Orioles,4.18,3.67,6.00,3.80,5.9,2022-08-18,Chicago Cubs,4.78,4.00,2.00,4.55,5.18,-152.0,135.0,-153.37037037037038,134.2962962962963
14190,6438,2022-08-18,2022,Pittsburgh Pirates,Boston Red Sox,8,2,1,0,R,2022-08-18,0.500,1.000,1.000,0.492,0.509,0.567,2022-08-18,0.385,0.000,0.000,0.436,0.339,0.377,2022-08-18,Pittsburgh Pirates,3.60,4.33,3.00,3.89,3.76,2022-08-18,Boston Red Sox,4.48,5.33,8.00,4.53,5.14,2022-08-18,Pittsburgh Pirates,5.03,7.00,8.00,5.22,5.14,2022-08-18,Boston Red Sox,4.69,2.00,3.00,5.08,4.66,135.0,-154.0,135.66666666666666,-155.58333333333334
14191,6439,2022-08-18,2022,New York Yankees,Toronto Blue Jays,2,9,0,1,R,2022-08-18,0.535,0.333,1.000,0.590,0.473,0.562,2022-08-18,0.619,0.333,1.000,0.712,0.525,0.564,2022-08-18,New York Yankees,5.13,3.00,8.00,5.24,4.37,2022-08-18,Toronto Blue Jays,4.69,3.67,6.00,4.51,5.22,2022-08-18,New York Yankees,3.47,4.67,7.00,3.24,4.14,2022-08-18,Toronto Blue Jays,4.28,4.00,1.00,4.43,4.09,-143.0,125.0,-142.92592592592592,125.44444444444444
14194,6442,2022-08-18,2022,San Diego Padres,Washington Nationals,1,3,0,1,R,2022-08-18,0.328,0.333,0.000,0.302,0.357,0.401,2022-08-18,0.550,0.333,1.000,0.579,0.524,0.488,2022-08-18,San Diego Padres,4.48,4.33,10.00,4.07,4.5,2022-08-18,Washington Nationals,3.78,4.00,2.00,3.70,4.47,2022-08-18,San Diego Padres,4.03,3.33,3.00,3.67,4.37,2022-08-18,Washington Nationals,5.56,4.67,3.00,5.33,5.06,-385.0,310.0,-378.53846153846155,308.0740740740741
14195,6443,2022-08-19,2022,Chicago Cubs,Milwaukee Brewers,8,7,1,0,R,2022-08-19,0.539,0.667,1.000,0.564,0.516,0.578,2022-08-19,0.427,1.000,1.000,0.414,0.441,0.438,2022-08-19,Chicago Cubs,4.16,4.33,3.00,4.17,4.35,2022-08-19,Milwaukee Brewers,4.50,3.67,5.00,4.53,4.48,2022-08-19,Chicago Cubs,4.75,3.00,2.00,4.55,5.18,2022-08-19,Milwaukee Brewers,4.22,3.00,3.00,4.04,3.83,125.0,-143.0,125.44444444444444,-142.40740740740742
14196,6444,2022-08-19,2022,Baltimore Orioles,Boston Red Sox,15,10,1,0,R,2022-08-19,0.496,0.667,0.000,0.492,0.500,0.567,2022-08-19,0.517,0.333,0.000,0.600,0.444,0.321,2022-08-19,Baltimore Orioles,4.21,2.33,2.00,4.24,4.07,2022-08-19,Boston Red Sox,4.46,5.00,2.00,4.53,5.14,2022-08-19,Baltimore Orioles,4.17,3.67,3.00,3.78,5.9,2022-08-19,Boston Red Sox,4.72,4.67,8.00,5.08,4.66,-110.0,-105.0,-95.03703703703704,-82.70370370370371
14197,6445,2022-08-19,2022,Pittsburgh Pirates,Cincinnati Reds,5,4,1,0,R,2022-08-19,0.397,0.333,1.000,0.426,0.364,0.512,2022-08-19,0.390,0.333,1.000,0.446,0.339,0.377,2022-08-19,Pittsburgh Pirates,3.64,4.67,8.00,3.96,3.76,2022-08-19,Cincinnati Reds,4.19,2.67,1.00,4.98,4.85,2022-08-19,Pittsburgh Pirates,5.01,5.00,2.00,5.16,5.14,2022-08-19,Cincinnati Reds,5.21,5.00,0.00,5.23,4.69,105.0,-120.0,98.22222222222223,-120.55555555555556
14198,6446,2022-08-19,2022,Philadelphia Phillies,New York Mets,2,7,0,1,R,2022-08-19,0.639,0.333,0.000,0.678,0.600,0.475,2022-08-19,0.556,0.667,0.000,0.552,0.559,0.506,2022-08-19,Philadelphia Phillies,4.62,5.00,0.00,4.78,4.53,2022-08-19,New York Mets,4.74,3.67,2.00,4.83,3.93,2022-08-19,Philadelphia Phillies,3.99,2.67,1.00,3.95,4.6,2022-08-19,New York Mets,3.76,5.00,3.00,3.32,4.12,-120.0,105.0,-120.88888888888889,97.88888888888889
14199,6447,2022-08-19,2022,New York Yankees,Toronto Blue Jays,0,4,0,1,R,2022-08-19,0.539,0.667,1.000,0.590,0.482,0.562,2022-08-19,0.613,0.333,0.000,0.700,0.525,0.564,2022-08-19,New York Yankees,5.10,3.67,2.00,5.18,4.37,2022-08-19,Toronto Blue Jays,4.73,5.67,9.00,4.51,5.22,2022-08-19,New York Yankees,3.51,6.33,9.00,3.33,4.14,2022-08-19,Toronto Blue Jays,4.26,2.33,2.00,4.43,4.09,-110.0,-105.0,-101.77777777777777,-90.96296296296296
14200,6448,2022-08-19,2022,Detroit Tigers,Los Angeles Angels,0,1,0,1,R,2022-08-19,0.432,0.000,0.000,0.419,0.446,0.475,2022-08-19,0.375,0.667,0.000,0.441,0.312,0.475,2022-08-19,Detroit Tigers,3.20,5.00,4.00,3.66,4.3,2022-08-19,Los Angeles Angels,3.86,3.67,7.00,4.06,4.46,2022-08-19,Detroit Tigers,4.41,5.33,8.00,4.39,4.67,2022-08-19,Los Angeles Angels,4.24,8.33,11.00,4.42,4.96,112.0,-130.0,112.62962962962963,-128.44444444444446
14201,6449,2022-08-19,2022,Tampa Bay Rays,Kansas City Royals,2,3,0,1,R,2022-08-19,0.400,0.000,0.000,0.460,0.333,0.457,2022-08-19,0.539,0.667,1.000,0.621,0.458,0.608,2022-08-19,Tampa Bay Rays,4.15,5.67,7.00,4.12,5.28,2022-08-19,Kansas City Royals,3.83,0.33,1.00,3.86,4.23,2022-08-19,Tampa Bay Rays,3.87,3.33,1.00,3.64,4.08,2022-08-19,Kansas City Royals,5.05,6.67,7.00,4.86,4.86,-200.0,175.0,-204.1851851851852,175.4814814814815
14203,6451,2022-08-19,2022,Atlanta Braves,Houston Astros,6,2,1,0,R,2022-08-19,0.642,0.667,1.000,0.684,0.603,0.584,2022-08-19,0.608,0.667,1.000,0.635,0.579,0.559,2022-08-19,Atlanta Braves,4.88,5.00,3.00,5.00,4.83,2022-08-19,Houston Astros,4.62,9.00,21.00,4.65,5.34,2022-08-19,Atlanta Braves,3.93,3.67,2.00,3.84,4.01,2022-08-19,Houston Astros,3.33,3.67,5.00,3.26,4.1,-125.0,110.0,-125.22222222222223,109.44444444444444
14204,6452,2022-08-19,2022,Minnesota Twins,Texas Rangers,2,1,1,0,R,2022-08-19,0.449,0.333,1.000,0.443,0.456,0.37,2022-08-19,0.526,1.000,1.000,0.576,0.474,0.451,2022-08-19,Minnesota Twins,4.50,5.67,4.00,4.17,4.5,2022-08-19,Texas Rangers,4.46,4.33,10.00,4.20,3.86,2022-08-19,Minnesota Twins,4.22,0.67,0.00,4.00,5.15,2022-08-19,Texas Rangers,4.48,5.00,3.00,4.72,5.03,-141.0,123.0,-140.55555555555554,123.14814814814815
14205,6453,2022-08-19,2022,Colorado Rockies,San Francisco Giants,7,4,1,0,R,2022-08-19,0.500,0.333,0.000,0.540,0.455,0.653,2022-08-19,0.425,0.000,0.000,0.524,0.316,0.46,2022-08-19,Colorado Rockies,4.48,1.67,0.00,5.67,4.59,2022-08-19,San Francisco Giants,4.50,1.33,0.00,4.44,4.87,2022-08-19,Colorado Rockies,5.45,7.67,13.00,5.52,4.94,2022-08-19,San Francisco Giants,4.34,3.00,5.00,4.14,3.66,145.0,-169.0,146.8148148148148,-168.77777777777777
14206,6454,2022-08-19,2022,San Diego Padres,Washington Nationals,3,6,0,1,R,2022-08-19,0.333,0.333,1.000,0.302,0.368,0.401,2022-08-19,0.546,0.333,0.000,0.569,0.524,0.488,2022-08-19,San Diego Padres,4.45,4.67,1.00,4.02,4.5,2022-08-19,Washington Nationals,3.78,3.33,3.00,3.70,4.47,2022-08-19,San Diego Padres,4.02,3.33,3.00,3.66,4.37,2022-08-19,Washington Nationals,5.53,3.67,1.00,5.33,5.06,-357.0,294.0,-356.32,295.0
14207,6455,2022-08-19,2022,Oakland Athletics,Seattle Mariners,2,10,0,1,R,2022-08-19,0.546,1.000,1.000,0.544,0.548,0.556,2022-08-19,0.361,0.667,0.000,0.309,0.406,0.531,2022-08-19,Oakland Athletics,3.39,5.00,3.00,2.82,4.59,2022-08-19,Seattle Mariners,4.13,8.33,11.00,3.88,4.3,2022-08-19,Oakland Athletics,4.52,4.33,10.00,4.69,4.24,2022-08-19,Seattle Mariners,3.90,3.67,7.00,3.70,4.62,118.0,-135.0,118.4074074074074,-134.66666666666666
14209,6457,2022-08-19,2022,Los Angeles Dodgers,Miami Marlins,2,1,1,0,R,2022-08-19,0.441,0.667,0.000,0.431,0.450,0.414,2022-08-19,0.692,0.333,0.000,0.727,0.661,0.644,2022-08-19,Los Angeles Dodgers,5.32,3.00,3.00,5.25,5.05,2022-08-19,Miami Marlins,3.73,3.33,3.00,3.62,3.85,2022-08-19,Los Angeles Dodgers,3.20,3.67,5.00,3.40,3.45,2022-08-19,Miami Marlins,4.15,4.33,10.00,4.21,4.33,-263.0,220.0,-263.2307692307692,221.15384615384616
14213,6458,2022-08-20,2022,Philadelphia Phillies,New York Mets,2,8,0,1,R,2022-08-20,0.642,0.667,1.000,0.678,0.607,0.475,2022-08-20,0.551,0.333,0.000,0.542,0.559,0.506,2022-08-20,Philadelphia Phillies,4.60,4.33,2.00,4.73,4.53,2022-08-20,New York Mets,4.76,6.00,7.00,4.83,3.93,2022-08-20,Philadelphia Phillies,4.02,4.00,7.00,4.00,4.6,2022-08-20,New York Mets,3.74,4.00,2.00,3.32,4.12,-179.0,150.0,-175.82608695652175,151.65217391304347
14217,6459,2022-08-20,2022,Philadelphia Phillies,New York Mets,4,1,1,0,R,2022-08-20,0.642,0.667,1.000,0.678,0.607,0.475,2022-08-20,0.551,0.333,0.000,0.542,0.559,0.506,2022-08-20,Philadelphia Phillies,4.60,4.33,2.00,4.73,4.53,2022-08-20,New York Mets,4.76,6.00,7.00,4.83,3.93,2022-08-20,Philadelphia Phillies,4.02,4.00,7.00,4.00,4.6,2022-08-20,New York Mets,3.74,4.00,2.00,3.32,4.12,-179.0,150.0,-175.82608695652175,151.65217391304347
14218,6460,2022-08-20,2022,New York Yankees,Toronto Blue Jays,2,5,0,1,R,2022-08-20,0.542,1.000,1.000,0.590,0.491,0.562,2022-08-20,0.608,0.333,0.000,0.689,0.525,0.564,2022-08-20,New York Yankees,5.06,3.33,0.00,5.10,4.37,2022-08-20,Toronto Blue Jays,4.72,6.33,4.00,4.51,5.22,2022-08-20,New York Yankees,3.52,6.67,4.00,3.34,4.14,2022-08-20,Toronto Blue Jays,4.23,1.00,0.00,4.43,4.09,-179.0,155.0,-178.5185185185185,155.5185185185185
14219,6461,2022-08-20,2022,Detroit Tigers,Los Angeles Angels,4,3,1,0,R,2022-08-20,0.437,0.333,1.000,0.419,0.456,0.475,2022-08-20,0.372,0.333,0.000,0.433,0.312,0.475,2022-08-20,Detroit Tigers,3.17,2.67,0.00,3.60,4.3,2022-08-20,Los Angeles Angels,3.83,3.33,1.00,4.06,4.46,2022-08-20,Detroit Tigers,4.38,4.00,1.00,4.33,4.67,2022-08-20,Los Angeles Angels,4.20,6.33,0.00,4.42,4.96,140.0,-161.0,140.25925925925927,-159.77777777777777
14220,6462,2022-08-20,2022,Chicago Cubs,Milwaukee Brewers,6,5,1,0,R,2022-08-20,0.534,0.333,0.000,0.564,0.508,0.578,2022-08-20,0.432,1.000,1.000,0.424,0.441,0.438,2022-08-20,Chicago Cubs,4.19,4.67,8.00,4.24,4.35,2022-08-20,Milwaukee Brewers,4.53,4.33,7.00,4.53,4.48,2022-08-20,Chicago Cubs,4.77,3.67,7.00,4.59,5.18,2022-08-20,Milwaukee Brewers,4.25,4.33,8.00,4.04,3.83,113.0,-130.0,113.14814814814815,-128.44444444444446
